,专业本科,专业研究生,专业类别,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
71,"城市管理,环境工程",,城市建设管理,二年,学士,本科,72,1,市住房和城乡建设委,具有两年以上基层工作经历的人员,中共党员,综合计划处,1810072,综合计划管理主任科员及以下,负责行政事业性收费管理工作；负责燃气行业成本规制、特许经营相关管理工作，参与城市基础设施特许经营管理政策研究；负责对外经贸合作与对口支援工作等。,具有较强的事业心、责任感和踏实工作作风；具有较强的文字能力、协调能力和学习能力；有住房和城乡建设相关工作经历者优先。,,False,0,False,0,1
72,"计算机类,土木工程","计算机科学与技术类,土木工程类",城市建设管理,二年,学士,本科及以上,73,1,市住房和城乡建设委,具有两年以上基层工作经历的人员,不限,建筑市场监管处（稽查办公室）,1810073,信息化管理主任科员及以下,负责建筑业管理信息化的组织协调、开发推进等相关工作。,熟悉建设项目管理流程，熟悉计算机软件开发及管理。,,False,0,False,0,1
73,,不限,城市建设管理,二年,硕士,硕士研究生及以上,74,1,市住房和城乡建设委,具有两年以上基层工作经历的人员,中共党员,建筑节能和建筑材料监管处（市建材业管理办公室）,1810074,主任科员及以下,制定绿色建筑发展相关政策，协调推进绿色建筑发展工作。,熟悉本市绿色建筑和建筑节能相关工作；有较强的组织协调和文字综合能力。,,False,0,False,0,1
74,管理科学与工程类,管理科学与工程类,城市建设管理,二年,学士,本科及以上,75,1,市住房和城乡建设委,具有两年以上基层工作经历的人员,不限,设施管理处（燃气处）,1810075,主任科员及以下,参与编制道路照明年度计划，新建照明设施移交接管，推进照明节能和信息化工作。,熟悉相关政策法规、技术工作，有较强的协调能力和文字能力。,,False,0,False,0,1
75,"法学类,经济学,公共管理类","法学类,经济学,公共管理类",综合管理,二年,学士,本科及以上,76,1,市住房和城乡建设委（市建设交通工作党委）,具有两年以上基层工作经历的人员,中共党员,信访办公室,1810076,科员,从事本市住房城乡建设管理领域信访受理办理、信访稳定、综治平安等工作。,具备较强文字表达、综合分析和沟通协调能力；具有奉献精神和吃苦耐劳精神；熟悉有关政策、法规，具有矛盾化解协调工作经验者优先。,,False,0,False,0,1
76,会计学,会计学,财务管理,二年,学士,本科及以上,77,1,市住房和城乡建设委（市房屋管理局）,具有两年以上基层工作经历的人员,中共党员,市房屋管理局办公室（信访办公室）,1810077,科员,财务管理,认真、踏实，熟悉财务各项规定，有相关从业经历者优先。,,False,0,False,0,1
77,,公共管理类,综合管理,二年,硕士,硕士研究生,78,1,市住房和城乡建设委（市房屋管理局）,具有两年以上基层工作经历的人员,不限,市房屋管理局政策研究室（法规处）,1810078,副主任科员及以下,协助住房发展规划及相关专业规划的研究、编制、评估等工作。,具有较强的文字能力。,,False,0,False,0,1
78,法学类,"法学,经济学",城市建设管理,二年,学士,本科及以上,79,1,市住房和城乡建设委（市房屋管理局）,具有两年以上基层工作经历的人员,中共党员,市房屋管理局房地产市场监管处（房产权籍管理处）,1810079,房屋交易管理科员,负责拟定房屋转让、租赁等交易管理的相关制度和政策措施，组织、实施相关政策执行。,有房屋交易管理工作经验者优先。,,False,0,False,0,1
79,管理学,公共管理类,综合管理,二年,学士,本科及以上,80,1,市住房和城乡建设委（市房屋管理局）,具有两年以上基层工作经历的人员,中共党员,市房屋管理局城市更新和房屋安全监督处（历史建筑保护处）,1810080,旧区改造、城中村改造岗位科员,协调推进本市旧区改造、城中村改造工作，草拟有关政策并做好统计工作。,具有较强的文字能力及计算机操作水平。,,False,0,False,0,1
80,"交通工程,城乡规划","交通运输工程类,城市规划与设计",城市建设管理,二年,学士,本科及以上,81,1,市住房和城乡建设委（市房屋管理局）,具有两年以上基层工作经历的人员,中共党员,市房屋管理局住房建设监管处,1810081,科员,住房（含大居保障房）管理建筑信息模型推广，租赁住房建设管理。,具有2年及以上基层房地产行业工作经验，具有大型居住社区开发建设经验者优先。,,False,0,False,0,1
81,环境科学与工程类,不限,城市建设管理,二年,学士,本科及以上,82,2,市环保局,具有两年以上基层工作经历的人员,不限,科技标准处,1810082,主任科员及以下,组织制定环境标准、技术规范及污染源现场实测数据采集和分析等相关工作。,有较强的组织协调、行政管理能力，具有吃苦精神。,具有环境保护从业经历。有较好工作实绩的优先考虑。,False,0,False,0,2
82,,环境科学与工程类,城市建设管理,二年,硕士,硕士研究生及以上,83,2,市环保局,具有两年以上基层工作经历的人员,不限,环境影响评价处,1810083,主任科员及以下,负责组织规划环评审查，负责建设项目的环境影响评价文件等的审批；负责本市环境影响评价机构的日常监管等工作。,有较强的组织协调、行政管理能力，具有吃苦精神。,具有环境保护从业经历。有较好工作实绩的优先考虑。,False,0,False,0,2
83,,环境科学与工程类,城市建设管理,二年,硕士,硕士研究生及以上,84,2,市环保局,具有两年以上基层工作经历的人员,不限,污染防治处,1810084,主任科员及以下,污染源综合管理、环境综合整治、与环境污染相关信访现场调处。,有较强的组织协调、行政管理能力，具有吃苦精神。,具有从事大气、土壤、固废等领域基层从业经历。有较好工作实绩的优先考虑。,False,0,False,0,2
84,"环境科学与工程类,生物科学类,水利类",不限,城市建设管理,二年,学士,本科及以上,85,2,市环保局,具有两年以上基层工作经历的人员,不限,水环境和自然生态保护处,1810085,主任科员及以下,负责水污染源管理、饮用水源保护工作、地下水监管、水环境重大污染事故调查和处理工作、农村生态环境保护、禽畜养殖业污染监督管理等。,有较强的组织协调能力、行政管理能力，具有吃苦精神。,具有环境保护从业经历。有较好工作实绩的优先考虑。,False,0,False,0,2
85,环境科学与工程类,不限,城市建设管理,二年,学士,本科及以上,86,2,市环保局,具有两年以上基层工作经历的人员,不限,总量控制处（环境监测处）,1810086,主任科员及以下,负责组织实施排污许可证管理和现场污染源核查，污染源普查等相关工作。,有较强的组织协调能力、行政管理能力，具有吃苦精神。,具有环境保护从业经历。有较好工作实绩的优先考虑。,False,0,False,0,2
86,"建筑类,测绘类","建筑学类,区域经济学,测绘科学与技术类",城市建设管理,二年,学士,本科及以上,87,3,市规划国土资源局,具有两年以上基层工作经历的人员,不限,内部处室,1810087,规划管理职位主任科员及以下,从事城市规划管理等相关业务工作。,有较强的组织协调能力、分析研究能力，以及文字和口头表达能力。有两年以上城市规划管理、设计或测绘管理相关工作经历。,本科阶段建筑类专业限建筑学、城乡规划、风景园林、历史建筑保护工程。研究生阶段建筑学类专业限城市规划与设计、建筑设计及其理论。,False,0,False,0,3
87,"法学,土地资源管理,测绘类","法学类,土地资源管理,测绘科学与技术类",城市建设管理,二年,学士,本科及以上,88,2,市规划国土资源局,具有两年以上基层工作经历的人员,不限,内部处室,1810088,土地管理职位主任科员及以下,从事土地管理等相关业务工作。,有较强的组织协调能力、分析研究能力，以及文字和口头表达能力。有两年以上土地管理或测绘管理相关工作经历。,本科阶段法学专业限民商法、经济法。研究生阶段法学类专业限经济法学、民商法学。,False,0,False,0,2
88,"法学,公共管理类","法学类,公共管理类",综合管理,二年,学士,本科及以上,89,1,市规划国土资源局,具有两年以上基层工作经历的人员,不限,内部处室,1810089,综合管理职位主任科员及以下,从事行政管理等相关工作。,有较强的组织协调能力，以及文字和口头表达能力。有两年以上行政管理相关工作经历。,本科阶段法学专业限民商法、经济法、行政法学。研究生阶段法学类专业限民商法学、经济法学、宪法学与行政法学。本科阶段公共管理类专业限公共事业管理、行政管理、劳动与社会保障、土地资源管理、城市管理、公共关系学。研究生阶段公共管理类专业限行政管理、社会保障、土地资源管理。,False,0,False,0,1
