,专业本科,专业研究生,专业考试,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
68,"计算机科学与技术,软件工程","计算机软件与理论,计算机应用技术",信息管理,二年,学士,本科及以上,69,2,市审计局,具有两年以上基层工作经历的人员,不限,业务处,1410069,业务处审计岗位,从事计算机审计工作,具有信息化项目工作经历，有较好的计算机系统分析、软件开发及大型数据库应用能力和财务专业基础，并有一定的文字水平、沟通协调能力和调研分析能力。,本科专业须符合条件，研究生阶段除所列专业外，还可为经济学类、管理学类相关专业；有计算机审计工作经历、CISA资格和计算机相关中级及以上职称者更佳。,False,0,False,0,2
69,,"财政学,国民经济学,区域经济学",经济管理,二年,硕士,硕士研究生,70,2,市审计局,具有两年以上基层工作经历的人员,不限,管理部门或业务处,1410070,综合岗位,从事审计政策研究、发展规划编制及文稿起草等工作,具有从事经济研究、经济管理及文字综合等相关领域工作经历，有较强的文字水平、调研分析和组织协调能力，熟悉计算机操作。,具有审计师、经济师、会计师及以上职称者更佳。,False,0,False,0,2
70,"审计学,会计学,财务管理 ",会计学,财务管理,二年,学士,本科及以上,71,4,市审计局,具有两年以上基层工作经历的人员,不限,业务处,1410071,业务处审计岗位,从事审计工作,具有审计或财务管理工作经历，有较强的文字水平、沟通协调和调研分析能力，熟悉计算机操作。,本科专业须符合条件，研究生阶段除所列专业外，还可为经济学类、管理学类或计算机相关专业；有审计师、会计师及以上职称和注册会计师资格者更佳。,False,0,False,0,4
71,"人力资源管理,经济学类",,综合管理,五年以上,学士,本科,72,1,市国资委,具有两年以上基层工作经历的人员,中共党员,人事处（机关党委）,1410072,主任科员及以下,从事上海市国资委机关和直属事业单位的人事管理和党群工作,熟悉各项人事政策，有人力资源管理工作经历；有经济类中级及以上专业职称和人力资源管理类的专业资格认定；具有较强的文字功底和沟通协调能力；具有2年以上企业工作经历，能适应经常性出差等工作任务,具备大型国有企业人力资源管理工作经历的优先；有一定心理学专业背景的优先,False,0,False,0,1
72,"法学类,政治学类","法学类,政治学类",政法,三年,学士,本科及以上,73,1,市国资委,具有两年以上基层工作经历的人员,中共党员,纪委（监察室）,1410073,主任科员及以下,从事上海国有企业纪检监察和反腐倡廉工作,具有2年以上企业工作经历,有纪检监察、法院、检察院工作经历的优先,False,0,False,0,1
73,,经济学,财务管理,二年,硕士,硕士研究生,74,1,市国资委,具有两年以上基层工作经历的人员,中共党员,企业改革处,1410074,主任科员及以下,组织协调企业解散、清算、破产、兼并等工作,2年以上企业工作经历,,False,0,False,0,1
74,,经济学,经济管理,二年,硕士,硕士研究生,75,1,市国资委,具有两年以上基层工作经历的人员,中共党员,企业改革处,1410075,主任科员及以下,从事企业改革方案制订、跟踪和协调等工作,2年以上企业工作经历,,False,0,False,0,1
75,投资学,法学类,经济管理,二年,学士,本科及以上,76,1,市国资委,具有两年以上基层工作经历的人员,不限,产权管理处,1410076,主任科员及以下,研究国有产权管理的意见和方案，负责委管企业产权变动审核及上市公司股权管理有关工作。,2年以上企业工作经历,有企业资产管理、财务岗位工作经历的优先,False,0,False,0,1
76,"人力资源管理,劳动与社会保障",,综合管理,五年以上,学士,本科,77,1,市国资委,具有两年以上基层工作经历的人员,中共党员,企业分配处,1410077,主任科员及以下,研究上海市国有企业事业单位收入分配制度改革的政策措施，负责推进上海市国有企业核心人才激励、企业事业单位薪酬分配管理等工作,2年以上企业工作经历,具有经济类中级以上职称或人力资源管理师（二级）以上职业资格的优先；具有大中型企业人力资源部门高级主管职位2年以上工作经历的优先,False,0,False,0,1
77,"人力资源管理,经济学类",,综合管理,二年,学士,本科,78,1,市国资委,具有两年以上基层工作经历的人员,不限,综合协调处,1410078,主任科员及以下,参与出资企业劳动关系管理协调，指导出资企业落实各项促进就业政策和开展技能队伍建设等。,具有2年以上企业相关工作经历，熟悉《劳动合同法》等法律法规和本市社会保险相关政策，了解企业人力资源管理相关工作、具有较强的沟通协调、文字表达和计算机使用能力,有国有企业工作经历的优先,False,0,False,0,1
78,法学类,法学类,政法,二年,学士,本科及以上,79,3,市工商局,具有两年以上基层工作经历的人员,不限,奉贤分局,1410079,工商所（队）科员,实施对市场各类主体的服务、监管。查处市场交易中的垄断、不正当竞争、商业欺诈等经济违法案件。,掌握常用法律、法规，具有较强的文字表达能力和计算机操作能力。,1.执法一线岗位，工作强度较大，要求身体条件好，能适应经常性加班、值夜班、突击性执法检查和出差办案等工作。2.大学英语四级合格或成绩425分及以上，具有相应的学历学位证书。3.非应届毕业生须具有相关工作经历。,False,0,False,0,3
79,"中国语言文学类,公共管理类,工商管理类 ",,综合管理,二年,学士,本科,80,1,市工商局,具有两年以上基层工作经历的人员,不限,奉贤分局,1410080,工商所（队）科员,从事市场监督管理、各类稿件起草、文书档案、统计、信访等工作。,具有较强的文字表达能力和计算机操作能力。,1.执法一线岗位，工作强度较大，要求身体条件好，能适应经常性加班、值夜班、突击性执法检查和出差办案等工作。2.大学英语四级合格或成绩425分及以上，具有相应的学历学位证书。3.非应届毕业生须具有相关工作经历。,False,0,False,0,1
80,"电子信息类,计算机科学与技术",,信息管理,二年,学士,本科,81,1,市工商局,具有两年以上基层工作经历的人员,不限,奉贤分局,1410081,工商所（队）科员,运用计算机、网络、信息化知识监督管理市场主体和网络商品交易行为；负责计算机和网络的日常管理与维护工作。,具有扎实的计算机、信息管理、网络管理专业知识，有较强的计算机应用与维护能力。,1.执法一线岗位，工作强度较大，要求身体条件好，能适应经常性加班、值夜班、突击性执法检查和出差办案等工作。2.大学英语四级合格或成绩425分及以上，具有相应的学历学位证书。3.非应届毕业生须具有相关工作经历。,False,0,False,0,1
81,"经济学类,工商管理类,财务管理 ",,财务管理,二年,学士,本科,82,1,市工商局,具有两年以上基层工作经历的人员,不限,奉贤分局,1410082,工商所（队）科员,运用财务知识，监督管理市场主体，查办经济违法案件。,熟悉财经纪律和会计制度，具有较强的财务审计技能、文字表达能力和计算机操作能力。,1.执法一线岗位，工作强度较大，要求身体条件好，能适应经常性加班、值夜班、突击性执法检查和出差办案等工作。2.大学英语四级合格或成绩425分及以上，具有相应的学历学位证书。3.非应届毕业生须具有相关工作经历。,False,0,False,0,1
82,法学类,,政法,二年,学士,本科,83,4,市工商局,具有两年以上基层工作经历的人员,不限,闵行分局,1410083,工商所（队）科员,实施对市场各类主体的服务、监管。查处市场交易中的垄断、不正当竞争、商业欺诈等经济违法案件。,掌握常用法律、法规，具有较强的文字表达能力和计算机操作能力。,1.执法一线岗位，工作强度较大，要求身体条件好，能适应经常性加班、值夜班、突击性执法检查和出差办案等工作。2.大学英语四级合格或成绩425分及以上，具有相应的学历学位证书。3.非应届毕业生须具有相关工作经历。,False,0,False,0,4
