,专业本科,专业研究生,专业类别,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
68,"中医学,中西医临床医学,针灸推拿学  ","中医学类,中西医结合类 ",综合管理,二年,学士,本科及以上,69,1,市卫生计生委,具有两年以上基层工作经历的人员,不限,中医药服务监督管理处,1710069,中医药医政管理主任科员及以下,中医机构、人员、中医药服务监督和管理，中医医师资格考试组织，中医药医疗质量、安全和技术标准的制定和监管，中医质控，重点专科建设和管理。,"英语国家四级考试合格,计算机办公软件操作熟练，有中医类别执业医师证，有医疗管理工作经历者优先。",,False,0,False,0,1
69,,公共卫生与预防医学类 ,综合管理,二年,硕士,硕士研究生,70,1,市卫生计生委,具有两年以上基层工作经历的人员,中共党员,应急管理办公室,1710070,预警监测和风险评估主任科员及以下,负责突发事件公共卫生日常风险评估和专题风险评估，日常信息监测和分析、预警提示、健康宣教、传染病防控。,本科阶段要求公共卫生与预防医学专业，英语国家六级考试合格，计算机办公软件操作熟练，具有与岗位要求相关工作经历，并具有较强综合协调和大型文稿撰写能力。,,False,0,False,0,1
70,会计学 ,,财务管理,二年,学士,本科,71,1,市卫生计生委,具有两年以上基层工作经历的人员,中共党员,财务处（收费管理处）,1710071,出纳主任科员及以下,办理现金收支和银行结算，审核原始凭证，登记收付账款和日记账，保管印章、收据、支票，主管会计交办的其他事项。,英语国家四级考试合格，熟悉掌握一种以上财务软件，有较强的表达沟通能力，具备初级会计任职资格及以上，熟悉机关事业单位财会制度和资产管理制度，在事业单位从事出纳岗位2年以上，医疗卫生系统事业单位优先。,,False,0,False,0,1
71,"审计学,会计学,财务管理  ",会计学 ,财务管理,二年,学士,本科及以上,72,5,市审计局,具有两年以上基层工作经历的人员,不限,业务处,1710072,业务处审计岗位,从事审计工作。,具有审计、会计或财务管理等工作经历，有较强的文字水平、沟通协调和调研分析能力，熟悉计算机操作。,本科专业须符合条件，研究生阶段除所列专业外，还可为经济学类、管理学类或计算机相关专业；有审计师、会计师及以上职称或注册会计师资格者更佳。 ,False,0,False,0,5
72,法学 ,"经济法学,民商法学 ",综合管理,二年,学士,本科及以上,73,1,市审计局,具有两年以上基层工作经历的人员,不限,业务处,1710073,业务处审计岗位,从事审计工作。,具有法律、经济或文字综合等相关工作经历，有较强的文字水平、沟通协调和调研分析能力，熟悉计算机操作。,本科专业须符合条件，研究生阶段除所列专业外，还可为经济学类、管理学类或计算机相关专业；有经济师、会计师及以上职称或法律执业资格者更佳。 ,False,0,False,0,1
73,"土木工程,工程管理,工程造价  ","土木工程类,管理科学与工程 ",城市建设管理,二年,学士,本科及以上,74,2,市审计局,具有两年以上基层工作经历的人员,不限,业务处,1710074,业务处审计岗位,从事审计工作。,具有建设项目审计或工程建设管理工作经历，有较强的文字水平、沟通协调和调研分析能力，熟悉计算机操作。,本科专业须符合条件，研究生阶段除所列专业外，还可为经济学类、管理学类或计算机相关专业；有造价工程师、审计师、注册会计师资格者更佳。 ,False,0,False,0,2
74,"计算机科学与技术,软件工程 ","计算机软件与理论,计算机应用技术 ",信息管理,二年,学士,本科及以上,75,4,市审计局,具有两年以上基层工作经历的人员,不限,业务处,1710075,业务处审计岗位,从事计算机审计工作。,具有信息化项目工作经历，有较好的系统分析、软件开发及大型数据库应用能力和财务专业基础，并有一定的文字水平、沟通协调能力和调研分析能力。,本科专业须符合条件，研究生阶段除所列专业外，还可为经济学类、管理学类相关专业；有计算机审计工作经历、CISA资格和计算机相关中级及以上职称者更佳。 ,False,0,False,0,4
75,"英语,外交学,国际事务与国际关系  ","英语语言文学,国际关系,外交学 ",综合管理,二年,学士,本科及以上,76,3,市政府外办,具有两年以上基层工作经历的人员,中共党员或共青团员,业务处室,1710076,英语岗位科员,承担对外活动的翻译工作；处理对外交往的日常事务。,能熟炼使用英语开展工作，符合以下2个条件之一：1、有2年以上外事工作经历；2、有承担翻译工作的经历。,,False,0,False,0,3
76,"政治学类,马克思主义理论类 ","政治学类,马克思主义理论类 ",综合管理,二年,学士,本科及以上,77,1,市国资委,具有两年以上基层工作经历的人员,中共党员,组织处,1710077,主任科员及以下,参与推进国企党建及相关问题研究。,具有较强的理论研究和文字写作能力、组织协调能力；具有马列主义毛泽东思想或中共党史相关知识背景；能吃苦耐劳。,熟悉国企党建工作者优先。 ,False,0,False,0,1
77,,"哲学类,心理学类,公共管理类 ",综合管理,二年,硕士,硕士研究生,78,1,市国资委,具有两年以上基层工作经历的人员,中共党员,信访办公室,1710078,主任科员及以下,从事日常信访接待、矛盾协调、市民热线办理等工作。,具有较强的文字表达、沟通协调能力。,具有信访工作、人力资源工作经历者优先。 ,False,0,False,0,1
78,,应用经济学类 ,经济管理,二年,硕士,硕士研究生及以上,79,1,市国资委,具有两年以上基层工作经历的人员,中共党员,研究室,1710079,主任科员及以下,从事文稿起草、经济分析及课题研究，跟踪研究国资国企改革发展动态。,具有较强的理论研究和文字写作能力、组织协调与沟通能力。,具有大型国有企业工作经历者优先。 ,False,0,False,0,1
79,"经济学类,法学类,公共管理类  ","应用经济学类,法学类,公共管理类 ",财务管理,二年,学士,本科及以上,80,1,市国资委,具有两年以上基层工作经历的人员,不限,产权管理处,1710080,主任科员及以下,办理企业国有产权登记、产权变动管理等有关工作。,有较强的文字写作能力、综合协调能力，具有3年以上企业相关工作经历者优先。,有企业资产管理、财务管理等相关工作经历的优先。 ,False,0,False,0,1
80,不限 ,"会计学,金融学 ",财务管理,二年,学士,本科及以上,81,1,市国资委,具有两年以上基层工作经历的人员,不限,审计监督处（稽查办公室）,1710081,主任科员及以下,组织参与项目审计，指导检查企业内部审计工作。,具备相关专业资格。,,False,0,False,0,1
81,"人力资源管理,金融学类,会计学  ","企业管理,金融学,会计学 ",综合管理,二年,学士,本科及以上,82,1,市国资委,具有两年以上基层工作经历的人员,不限,业绩考核处,1710082,主任科员及以下,负责出资企业领导人员业绩考核或薪酬分配相关制度、办法和工作方案的起草、宣传和落实，负责相关信息数据的沟通和传递，并撰写相关考核评价报告等。,具有一定的政策理论水平，较强的分析能力、文字表达能力、计算机应用能力和组织协调能力。具有人力资源管理的专业知识和背景。,具有大中型国有企业相关工作经验者优先。 ,False,0,False,0,1
82,"统计学类,经济学类,经济与贸易类  ","数学类,应用经济学类,世界经济 ",经济管理,二年,学士,本科及以上,83,4,市统计局,具有两年以上基层工作经历的人员,不限,市统计局,1710083,业务处统计职位主任科员及以下,从事统计业务工作。,有较强的经济、统计理论基础，擅长统计方法的应用和研究；有较强的组织协调能力和文字表达能力；有较强的信息处理和计算机应用能力。具有学士及以上学位；大学英语四级合格或425分及以上。,,False,0,False,0,4
83,,新闻传播学类 ,综合管理,二年,硕士,硕士研究生及以上,84,1,市新闻出版局,具有两年以上基层工作经历的人员,不限,办公室,1710084,办公室科员,负责新闻宣传、新媒体运营,具有相关媒体工作经历,具有较强的文字能力，熟练掌握网络和计算机办公软件操作 ,False,0,False,0,1
84,财政学类 ,财政学 ,财务管理,二年,学士,本科及以上,85,1,市新闻出版局,具有两年以上基层工作经历的人员,不限,财务处,1710085,财务处科员,负责出纳、机关财务管理,具有会计上岗证,熟悉财政政策，具有较强的计算机操作水平，会计师职称优先 ,False,0,False,0,1
85,,"中国语言文学类,历史学类,哲学类 ",综合管理,二年,硕士,硕士研究生及以上,86,1,市新闻出版局,具有两年以上基层工作经历的人员,中共党员,出版管理处,1710086,出版管理处科员,负责图书、音像制品等出版管理工作,具有出版或相关从业经历优先,具有较强的文字综合能力 ,False,0,False,0,1
